关卡排序,编号ID,序号,等级段,名称,大关类,类型,对话,描述,体力,城堡血量,过关奖励ID,未过关奖励ID,解锁兵种,背景,出兵序列,章节图,pvp,对白回合1,对白回合2,对白回合1ID,对白回合2ID
369,1369,9,86,汉中-9,37,2,0,汉中 进军长安第3关,1,2356080,52369,52969,0,1,"(10070,394,10)(10035,552,10)(10025,473,25)(10060,315,74)(10015,236,20)(10060,394,49)(10015,552,20)(10070,473,25)(10035,315,7)(10025,236,20)(10060,394,49)(10015,552,20)(10060,473,124)(10015,315,15)(10070,236,45)(10035,394,22)(10025,552,45)(10060,473,223)(10015,315,35)(10060,315,173)",9,0,0,0,0,0
370,1370,10,86,汉中-10,37,3,0,汉中 进军长安第3关,1,0,52370,52970,0,1,,9,100,0,0,0,0
371,1371,1,87,阳平关-1,38,1,0,阳平关 进军长安第4关,1,573098,52371,52971,0,2,"(10140,383,8)(10090,536,12)(10005,460,97)(10090,306,8)(10070,230,23)(10120,383,16)(10070,536,23)(10140,460,10)(10090,306,8)(10005,230,117)(10090,383,8)(10070,536,23)(10120,460,19)(10070,306,16)(10140,230,12)(10090,383,8)(10005,536,117)(10090,460,10)(10070,306,16)(10120,306,23)",9,0,0,0,0,0
372,1372,2,87,阳平关-2,38,1,0,阳平关 进军长安第4关,1,518093,52372,52972,0,2,"(10100,345,9)(10110,483,139)(10110,414,116)(10015,276,18)(10150,207,14)(10015,345,18)(10100,483,14)(10035,414,12)(10100,276,9)(10110,207,139)(10110,345,92)(10015,483,28)(10150,414,12)(10015,276,18)(10100,207,14)(10035,345,9)(10110,483,139)(10015,414,23)(10150,276,9)(10015,276,28)",9,0,0,0,0,0
373,1373,3,87,阳平关-3,38,2,0,阳平关 进军长安第4关,1,641130,52373,52973,0,2,"(10045,430,7)(10080,602,22)(10025,516,18)(10025,344,14)(10130,258,22)(10070,430,14)(10045,602,11)(10130,516,18)(10045,344,7)(10080,258,22)(10025,430,14)(10025,602,22)(10130,516,18)(10070,344,14)(10045,258,11)(10130,430,14)(10080,602,22)(10025,516,18)(10025,344,14)(10130,344,22)",9,0,0,0,0,0
374,1374,4,87,阳平关-4,38,1,0,阳平关 进军长安第4关,1,329094,52374,52974,0,2,"(10090,366,19)(10090,512,19)(10090,439,19)(10100,293,19)(10140,220,9)(10120,366,13)(10120,512,17)(10045,439,11)(10090,293,9)(10090,220,6)(10090,366,9)(10100,512,11)(10140,439,9)(10120,293,13)(10120,220,17)(10045,366,11)(10100,512,9)(10140,439,6)(10120,293,17)(10120,293,21)",9,0,0,0,0,0
375,1375,5,87,阳平关-5,38,1,0,阳平关 进军长安第4关,1,547043,52375,52975,0,2,"(10140,332,21)[(5709,438,2),(10140,465,21)][(5693,292,3),(10100,398,21)](10110,266,209)(10005,199,93)(10100,332,7)(10150,465,9)(10140,398,12)(10140,266,9)(10100,199,7)(10110,332,93)(10005,465,116)(10100,398,9)(10150,266,7)(10140,199,9)(10140,332,12)(10100,465,9)(10110,398,70)(10005,266,93)(10100,266,12)",9,0,0,0,0,0
376,1376,6,88,阳平关-6,38,2,0,阳平关 进军长安第4关,1,892215,52376,52976,0,2,"(10090,398,6)(10025,557,21)(10110,478,42)(10045,318,8)(10080,239,17)(10110,398,63)(10090,557,11)(10090,478,19)(10025,318,38)(10110,239,190)(10045,398,19)(10080,557,38)(10110,478,42)(10090,318,8)(10090,239,11)(10025,398,13)(10110,557,105)(10045,478,4)(10080,318,17)(10110,318,84)",9,0,0,0,0,0
377,1377,7,88,阳平关-7,38,1,0,阳平关 进军长安第4关,1,798851,52377,52977,0,2,"(10035,355,7)(10150,497,12)(10150,426,5)(10015,284,19)(10015,213,19)(10120,355,14)(10035,497,12)(10070,426,43)(10035,284,22)(10150,213,22)(10150,355,22)(10015,497,43)(10015,426,10)(10120,284,19)(10035,213,12)(10070,355,14)(10150,497,12)(10150,426,5)(10015,284,19)(10015,284,19)",9,0,0,0,0,0
378,1378,8,88,阳平关-8,38,1,0,阳平关 进军长安第4关,1,2153430,52378,52978,0,2,"(10130,326,8)(10025,456,16)(10100,391,10)(10130,261,12)(10130,196,16)(10035,326,4)(10100,456,8)(10070,391,20)(10130,261,12)(10025,196,16)(10100,326,4)(10130,456,16)(10130,391,20)[(5666,341,3),(10035,261,6)][(5673,341,3),(10100,196,18)][(5667,395,2),(10070,326,35)](10130,456,35)(10130,391,35)(10035,261,14)(10100,261,14)",9,0,0,0,0,0
379,1379,9,88,阳平关-9,38,2,0,阳平关 进军长安第4关,1,2454510,52379,52979,0,2,"(10045,411,5)(10080,575,20)(10045,493,13)(10140,329,8)(10080,247,20)(10090,411,5)(10015,575,20)(10090,493,13)(10045,329,8)(10080,247,20)(10045,411,5)(10140,575,10)(10080,493,26)(10090,329,8)(10015,247,46)(10090,411,23)(10080,575,46)(10045,493,23)(10140,329,18)(10080,329,36)",9,0,0,0,0,0
380,1380,10,88,阳平关-10,38,3,0,阳平关 进军长安第4关,1,0,52380,52980,0,2,,9,100,0,0,0,0
381,1381,1,89,长安-1,39,1,0,长安 进军长安第5关,1,594810,52381,52981,0,3,"(10110,398,81)(10110,557,121)(10015,478,20)(10100,318,8)(10035,239,12)(10015,398,16)(10150,557,12)(10110,478,101)(10110,318,81)(10015,239,24)(10100,398,8)(10035,557,12)(10015,478,20)(10150,318,8)(10110,239,121)(10110,398,81)(10015,557,24)(10100,478,10)(10035,318,8)(10015,318,24)",9,0,0,0,0,0
382,1382,2,89,长安-2,39,1,0,长安 进军长安第5关,1,809708,52382,52982,0,3,"(10080,360,14)(10080,504,24)(10015,432,10)(10015,288,19)(10090,216,10)(10090,360,7)(10140,504,12)(10140,432,22)(10045,288,22)(10045,216,22)(10080,360,43)(10080,504,43)(10015,432,10)(10015,288,19)(10090,216,12)(10090,360,7)(10140,504,12)(10140,432,5)(10045,288,10)(10045,288,10)",9,0,0,0,0,0
383,1383,3,89,长安-3,39,2,0,长安 进军长安第5关,1,2662950,52383,52983,0,3,"(10005,447,37)(10110,626,75)(10005,536,93)(10150,358,6)(10110,268,75)(10140,447,4)(10100,626,8)(10140,536,9)(10150,358,6)(10100,268,8)(10005,447,37)(10110,626,75)(10005,536,93)(10150,358,6)(10110,268,168)(10140,447,17)(10100,626,17)(10140,536,17)(10150,358,13)(10100,358,13)",9,0,0,0,0,0
384,1384,4,89,长安-4,39,1,0,长安 进军长安第5关,1,570203,52384,52984,0,3,"(10015,381,18)(10090,533,13)(10015,457,22)(10150,305,9)(10100,229,13)(10070,381,18)(10070,533,26)(10090,457,11)(10015,305,18)(10090,229,13)(10015,381,18)(10150,533,13)(10100,457,11)(10070,305,18)(10070,229,26)(10090,381,9)(10015,533,26)(10090,457,11)(10015,305,18)(10150,305,13)",9,0,0,0,0,0
385,1385,5,89,长安-5,39,1,0,长安 进军长安第5关,1,777139,52385,52985,0,3,"(10025,345,14)(10070,483,24)(10025,414,10)(10035,276,10)(10015,207,19)(10060,345,72)(10070,483,24)[(5656,380,5),(10025,414,43)](10070,276,43)(10025,207,43)(10035,345,22)(10015,483,43)(10060,414,48)(10070,276,19)(10025,207,24)(10070,345,14)(10025,483,24)(10035,414,5)(10015,276,19)(10060,276,96)",9,0,0,0,0,0
386,1386,6,90,长安-6,39,2,0,长安 进军长安第5关,1,2477670,52386,52986,0,3,"(10025,415,9)(10140,581,9)(10060,498,109)(10060,332,65)(10150,249,9)(10100,415,4)(10100,581,9)(10140,498,11)(10025,332,13)(10140,249,9)(10060,415,44)(10060,581,87)(10150,498,11)(10100,332,7)(10100,249,20)(10140,415,20)(10025,581,39)(10140,498,20)(10060,332,153)(10100,332,15)",9,0,0,0,0,0
387,1387,7,90,长安-7,39,1,0,长安 进军长安第5关,1,833591,52387,52987,0,3,"(10070,371,15)(10130,519,25)(10015,445,10)(10035,297,10)(10130,223,20)(10130,371,15)(10090,519,13)(10035,445,22)(10070,297,45)(10070,223,45)(10130,371,45)(10015,519,45)(10035,445,5)(10130,297,20)(10130,223,25)(10090,371,8)(10035,519,13)(10070,445,10)(10015,297,20)(10090,297,10)",9,0,0,0,0,0
388,1388,8,90,长安-8,39,1,0,长安 进军长安第5关,1,306513,52388,52988,0,3,"(10070,340,37)(10035,476,18)[(5675,355,3),(10070,408,37)][(5686,355,3),(10120,272,37)][(5701,411,2),(10015,204,16)](10150,340,6)(10015,476,16)(10035,408,10)(10070,272,16)(10035,204,6)(10070,340,16)(10120,476,20)(10015,408,16)(10150,272,6)(10015,204,16)(10035,340,10)(10120,476,16)(10015,408,12)(10150,272,8)(10015,272,20)",9,0,0,0,0,0
389,1389,9,90,长安-9,39,2,0,长安 进军长安第5关,1,382941,52389,52989,0,3,"(10130,428,47)(10045,599,24)(10070,514,47)(10025,342,47)(10080,257,21)(10080,428,16)(10045,599,11)(10130,514,26)(10045,342,11)(10070,257,16)(10025,428,21)(10080,599,26)(10080,514,21)(10045,342,8)(10130,257,21)(10045,428,13)(10070,599,21)(10025,514,16)(10080,342,21)(10080,342,26)",9,0,0,0,0,0
390,1390,10,90,长安-10,39,3,0,长安 进军长安第5关,1,0,52390,52990,0,3,,9,100,0,0,0,0
391,1391,1,91,潼关-1,40,1,0,潼关 一统中原第1关,1,371651,52391,52991,0,4,"(10045,415,19)(10060,581,188)(10035,498,19)(10035,332,19)(10090,249,8)(10090,415,6)(10005,581,84)(10045,498,11)(10060,332,84)(10035,249,6)(10035,415,8)(10090,581,11)(10090,498,8)(10005,332,63)(10045,249,8)(10060,415,105)(10035,581,8)(10035,498,6)(10090,332,8)(10090,332,11)",10,0,0,0,0,0
392,1392,2,91,潼关-2,40,1,0,潼关 一统中原第1关,1,560070,52392,52992,0,4,"(10140,374,10)(10140,524,15)(10140,449,12)(10005,299,99)(10150,224,15)(10080,374,20)(10025,524,30)(10025,449,25)(10005,299,99)(10140,224,15)(10140,374,10)(10140,524,15)(10005,449,123)(10150,299,10)(10080,224,30)(10025,374,20)(10025,524,30)(10005,449,123)(10150,299,10)(10150,299,15)",10,0,0,0,0,0
393,1393,3,91,潼关-3,40,2,0,潼关 一统中原第1关,1,1039860,52393,52993,0,4,"(10130,466,12)(10015,652,19)(10100,559,4)(10100,373,8)(10120,280,15)(10120,466,12)(10090,652,10)(10015,559,35)(10130,373,35)(10015,280,35)(10100,466,17)(10100,652,17)(10120,559,8)(10120,373,15)(10090,280,10)(10015,466,12)(10100,652,10)(10100,559,4)(10120,373,15)(10120,373,15)",10,0,0,0,0,0
394,1394,4,91,潼关-4,40,1,0,潼关 一统中原第1关,1,2367660,52394,52994,0,4,"(10025,396,9)(10070,554,18)(10045,475,11)(10060,317,68)(10035,238,9)(10025,396,9)(10060,554,91)(10025,475,23)(10070,317,14)(10045,238,9)(10060,396,45)(10035,554,9)(10025,475,23)(10060,317,68)(10025,238,41)(10070,396,41)(10045,554,20)(10060,475,204)(10035,317,16)(10025,317,32)",10,0,0,0,0,0
395,1395,5,91,潼关-5,40,1,0,潼关 一统中原第1关,1,887873,52395,52995,0,4,"(10080,360,15)(10090,504,12)(10080,432,10)(10045,288,10)(10015,216,20)(10015,360,15)[(5706,436,1),(10120,504,25)][(5711,436,1),(10080,432,44)][(5668,317,3),(10090,288,22)](10080,216,44)(10045,360,22)(10015,504,44)(10015,432,10)(10120,288,20)(10080,216,25)(10090,360,7)(10080,504,25)(10045,432,5)(10015,288,20)(10015,288,20)",10,0,0,0,0,0
396,1396,6,92,潼关-6,40,2,0,潼关 一统中原第1关,1,641130,52396,52996,0,4,"(10025,430,18)(10005,602,135)(10100,516,11)(10100,344,9)(10130,258,27)(10045,430,9)(10005,602,135)(10025,516,23)(10005,344,90)(10100,258,14)(10100,430,9)(10130,602,27)(10045,516,11)(10005,344,90)(10025,258,27)(10005,430,90)(10100,602,14)(10100,516,11)(10130,344,18)(10045,344,14)",10,0,0,0,0,0
397,1397,7,92,潼关-7,40,1,0,潼关 一统中原第1关,1,344727,52397,52997,0,4,"(10015,384,46)(10120,538,46)(10090,461,23)(10070,307,46)(10070,230,21)(10035,384,8)(10120,538,21)(10015,461,26)(10015,307,21)(10120,230,15)(10090,384,10)(10070,538,26)(10070,461,21)(10035,307,8)(10120,230,21)(10015,384,26)(10090,538,10)(10070,461,15)(10070,307,21)(10035,307,13)",10,0,0,0,0,0
398,1398,8,92,潼关-8,40,1,0,潼关 一统中原第1关,1,868331,52398,52998,0,4,"(10140,352,6)(10140,493,11)(10060,422,42)(10060,282,84)(10045,211,8)(10130,352,13)[(5661,445,2),(10080,493,21)][(5662,271,4),(10140,422,19)][(5672,445,2),(10140,282,19)](10060,211,189)(10060,352,189)(10045,493,19)(10130,422,8)(10080,282,17)(10140,211,11)(10140,352,6)(10060,493,105)(10060,422,42)(10045,282,8)(10130,282,17)",10,0,0,0,0,0
399,1399,9,92,潼关-9,40,2,0,潼关 一统中原第1关,1,2651370,52399,52999,0,4,"(10100,445,5)(10045,623,11)(10140,534,14)(10070,356,16)(10150,267,11)(10070,445,11)(10150,623,11)(10100,534,14)(10045,356,8)(10140,267,11)(10070,445,11)(10150,623,11)(10070,534,27)(10150,356,8)(10100,267,24)(10045,445,24)(10140,623,24)(10070,534,49)(10150,356,19)(10070,356,38)",10,0,0,0,0,0
400,1400,10,92,潼关-10,40,3,0,潼关 一统中原第1关,1,0,52400,53000,0,4,,10,100,0,0,0,0
401,1401,1,93,宛城-1,41,1,0,宛城 一统中原第2关,1,1015976,52401,53001,0,5,"(10025,455,13)(10025,637,22)(10070,546,9)(10045,364,9)(10120,273,17)(10070,455,13)(10100,637,11)(10025,546,39)(10025,364,39)(10070,273,39)(10045,455,20)(10120,637,39)(10070,546,9)(10100,364,9)(10025,273,22)(10025,455,13)(10070,637,22)(10045,546,4)(10120,364,17)(10070,364,17)",10,0,0,0,0,0
402,1402,2,93,宛城-2,41,1,0,宛城 一统中原第2关,1,369045,52402,53002,0,5,"(10130,412,46)(10130,577,46)(10015,494,46)(10015,330,46)(10090,247,10)(10090,412,8)(10140,577,10)(10140,494,13)(10150,330,10)(10150,247,8)(10130,412,21)(10130,577,26)(10015,494,21)(10015,330,15)(10090,247,10)(10090,412,13)(10140,577,10)(10140,494,8)(10150,330,10)(10150,330,13)",10,0,0,0,0,0
403,1403,3,93,宛城-3,41,2,0,宛城 一统中原第2关,1,758378,52403,53003,0,5,"(10025,511,16)(10070,715,24)(10120,613,20)(10045,409,8)(10025,307,24)(10070,511,16)(10120,715,24)(10045,613,10)(10025,409,16)(10070,307,24)(10120,511,16)(10045,715,12)(10025,613,20)(10070,409,16)(10120,307,24)(10045,511,8)(10025,715,24)(10070,613,20)(10120,409,16)(10045,409,12)",10,0,0,0,0,0
404,1404,4,93,宛城-4,41,1,0,宛城 一统中原第2关,1,2599260,52404,53004,0,5,"(10015,436,9)(10070,610,19)(10015,523,24)(10035,349,7)(10070,262,19)(10120,436,9)(10090,610,10)(10120,523,24)(10035,349,7)(10090,262,10)(10015,436,9)(10070,610,19)(10015,523,24)(10035,349,7)(10070,262,43)(10120,436,43)(10090,610,21)(10120,523,43)(10035,349,17)(10090,349,17)",10,0,0,0,0,0
405,1405,5,93,宛城-5,41,1,0,宛城 一统中原第2关,1,389889,52405,53005,0,5,"(10130,396,46)(10140,554,23)[(5660,436,3),(10130,475,46)][(5666,436,3),(10100,317,23)](10045,238,10)(10015,396,15)(10015,554,20)(10140,475,13)(10130,317,20)(10140,238,8)(10130,396,20)(10100,554,13)(10045,475,10)(10015,317,15)(10015,238,20)(10140,396,13)(10140,554,10)(10130,475,15)(10100,317,10)(10045,317,13)",10,0,0,0,0,0
406,1406,6,94,宛城-6,41,2,0,宛城 一统中原第2关,1,703373,52406,53006,0,5,"(10080,473,19)(10090,662,14)(10080,568,23)(10150,378,9)(10035,284,14)(10025,473,19)(10090,662,14)(10080,568,23)(10090,378,9)(10080,284,28)(10150,473,9)(10035,662,14)(10025,568,23)(10090,378,9)(10080,284,28)(10090,473,9)(10080,662,28)(10150,568,12)(10035,378,9)(10025,378,28)",10,0,0,0,0,0
407,1407,7,94,宛城-7,41,1,0,宛城 一统中原第2关,1,946496,52407,53007,0,5,"(10140,423,8)(10150,592,13)(10090,508,5)(10090,338,11)(10100,254,11)(10045,423,8)(10045,592,13)(10150,508,24)(10140,338,24)(10150,254,24)(10090,423,24)(10090,592,24)(10100,508,5)(10045,338,11)(10045,254,13)(10150,423,8)(10090,592,13)(10100,508,5)(10045,338,11)(10045,338,11)",10,0,0,0,0,0
408,1408,8,94,宛城-8,41,1,0,宛城 一统中原第2关,1,953010,52408,53008,0,5,"(10035,387,7)(10130,542,22)(10120,464,9)(10140,310,9)(10130,232,17)(10130,387,13)(10100,542,11)[(5702,426,5),(10140,464,20)][(5683,426,5),(10035,310,20)](10035,232,20)(10130,387,39)(10120,542,39)(10140,464,4)(10130,310,17)(10130,232,22)(10100,387,7)(10140,542,11)(10035,464,4)(10130,310,17)(10035,310,9)",10,0,0,0,0,0
409,1409,9,94,宛城-9,41,2,0,宛城 一统中原第2关,1,2911920,52409,53009,0,5,"(10015,490,10)(10070,686,20)(10150,588,13)(10080,392,15)(10015,294,20)(10070,490,10)(10150,686,10)(10080,588,25)(10015,392,15)(10070,294,20)(10150,490,5)(10080,686,20)(10015,588,25)(10070,392,15)(10150,294,23)(10080,490,46)(10015,686,46)(10070,588,46)(10150,392,18)(10080,392,36)",10,0,0,0,0,0
410,1410,10,94,宛城-10,41,3,0,宛城 一统中原第2关,1,0,52410,53010,0,5,,10,100,0,0,0,0
411,1411,1,95,许昌-1,42,1,0,许昌 一统中原第3关,1,703373,52411,53011,0,6,"(10070,473,18)(10035,662,14)(10100,568,11)(10130,378,18)(10090,284,14)(10070,473,18)(10130,662,27)(10070,568,23)(10035,378,9)(10100,284,14)(10130,473,18)(10090,662,14)(10070,568,23)(10130,378,18)(10070,284,27)(10035,473,9)(10100,662,14)(10130,568,23)(10090,378,9)(10070,378,27)",10,0,0,0,0,0
412,1412,2,95,许昌-2,42,1,0,许昌 一统中原第3关,1,638235,52412,53012,0,6,"(10090,428,11)(10025,599,32)(10045,514,13)(10080,342,21)(10090,257,16)(10025,428,21)(10045,599,16)(10080,514,27)(10090,342,11)(10025,257,32)(10045,428,11)(10080,599,32)(10090,514,13)(10025,342,21)(10045,257,16)(10080,428,21)(10090,599,16)(10025,514,27)(10045,342,11)(10080,342,32)",10,0,0,0,0,0
413,1413,3,95,许昌-3,42,2,0,许昌 一统中原第3关,1,784433,52413,53013,0,6,"(10070,529,17)(10100,741,13)(10070,635,21)(10045,423,8)(10120,317,25)(10120,529,17)(10150,741,13)(10070,635,21)(10100,423,8)(10070,317,25)(10045,529,8)(10120,741,25)(10120,635,21)(10150,423,8)(10070,317,25)(10100,529,8)(10070,741,25)(10045,635,11)(10120,423,17)(10120,423,25)",10,0,0,0,0,0
414,1414,4,95,许昌-4,42,1,0,许昌 一统中原第3关,1,386415,52414,53014,0,6,"(10035,432,22)(10015,605,44)(10140,518,22)(10140,346,22)(10090,259,10)(10150,432,7)(10015,605,20)(10035,518,12)(10015,346,20)(10140,259,7)(10140,432,10)(10090,605,12)(10150,518,10)(10015,346,15)(10035,259,10)(10015,432,25)(10140,605,10)(10140,518,7)(10090,346,10)(10150,346,12)",10,0,0,0,0,0
415,1415,5,95,许昌-5,42,1,0,许昌 一统中原第3关,1,635340,52415,53015,0,6,"(10080,387,48)[(5701,554,2),(10100,542,24)](10120,464,48)[(5674,298,4),(10045,310,24)](10100,232,11)(10080,387,16)(10100,542,11)(10120,464,27)(10045,310,11)(10100,232,8)(10080,387,21)(10100,542,13)(10120,464,21)(10045,310,8)(10100,232,11)(10080,387,27)(10100,542,11)(10120,464,16)(10045,310,11)(10100,310,13)",10,0,0,0,0,0
416,1416,6,96,许昌-6,42,2,0,许昌 一统中原第3关,1,1091970,52416,53016,0,6,"(10025,490,15)(10070,686,24)(10140,588,5)(10130,392,20)(10130,294,20)(10090,490,7)(10070,686,24)(10025,588,44)(10025,392,44)(10070,294,44)(10140,490,22)(10130,686,44)(10130,588,10)(10090,392,10)(10070,294,24)(10025,490,15)(10140,686,12)(10130,588,10)(10130,392,20)(10090,392,10)",10,0,0,0,0,0
417,1417,7,96,许昌-7,42,1,0,许昌 一统中原第3关,1,926955,52417,53017,0,6,"(10100,414,8)(10100,580,14)(10080,497,11)(10080,331,22)(10045,248,11)(10035,414,8)(10015,580,28)(10100,497,25)(10100,331,25)(10080,248,50)(10080,414,50)(10045,580,25)(10035,497,6)(10015,331,22)(10100,248,14)(10100,414,8)(10080,580,28)(10080,497,11)(10045,331,11)(10035,331,11)",10,0,0,0,0,0
418,1418,8,96,许昌-8,42,1,0,许昌 一统中原第3关,1,2628210,52418,53018,0,6,"(10090,401,5)(10130,561,18)(10070,481,23)(10120,321,14)(10090,241,9)(10130,401,9)(10070,561,18)(10120,481,23)(10090,321,7)(10130,241,18)(10070,401,9)(10120,561,18)(10090,481,11)[(5693,485,3),(10130,321,14)][(5682,309,5),(10070,241,41)][(5666,529,2),(10120,401,41)](10090,561,21)(10130,481,41)(10070,321,32)(10120,321,32)",10,0,0,0,0,0
419,1419,9,96,许昌-9,42,2,0,许昌 一统中原第3关,1,3276690,52419,53019,0,6,"(10140,553,5)(10150,774,11)(10015,664,26)(10025,442,16)(10035,332,11)(10025,553,11)(10035,774,11)(10140,664,13)(10150,442,8)(10015,332,21)(10025,553,11)(10035,774,11)(10025,664,26)(10035,442,8)(10140,332,24)(10150,553,24)(10015,774,48)(10025,664,48)(10035,442,19)(10025,442,37)",10,0,0,0,0,0
420,1420,10,96,许昌-10,42,3,0,许昌 一统中原第3关,1,0,52420,53020,0,6,,10,100,0,0,0,0
421,1421,1,97,虎牢关-1,43,1,0,虎牢关 一统中原第4关,1,727980,52421,53021,0,7,"(10100,490,10)(10140,686,14)(10035,588,12)(10090,392,10)(10100,294,14)(10140,490,10)(10035,686,14)(10090,588,12)(10100,392,10)(10140,294,14)(10035,490,10)(10090,686,14)(10100,588,12)(10140,392,10)(10035,294,14)(10090,490,10)(10100,686,14)(10140,588,12)(10035,392,10)(10090,392,14)",10,0,0,0,0,0
422,1422,2,97,虎牢关-2,43,1,0,虎牢关 一统中原第4关,1,989921,52422,53022,0,7,"(10100,443,8)(10045,620,14)(10015,532,11)(10045,354,11)(10140,266,11)(10150,443,8)(10140,620,14)(10100,532,25)(10045,354,25)(10015,266,50)(10045,443,25)(10140,620,25)(10150,532,6)(10140,354,11)(10100,266,14)(10045,443,8)(10015,620,28)(10045,532,6)(10140,354,11)(10150,354,11)",10,0,0,0,0,0
423,1423,3,97,虎牢关-3,43,2,0,虎牢关 一统中原第4关,1,3253530,52423,53023,0,7,"(10045,549,4)(10025,769,17)(10025,659,22)(10130,439,13)(10035,329,9)(10130,549,9)(10045,769,9)(10120,659,22)(10045,439,7)(10025,329,17)(10025,549,9)(10130,769,17)(10035,659,11)(10130,439,13)(10045,329,20)(10120,549,39)(10025,769,39)(10130,659,39)(10035,439,15)(10130,439,31)",10,0,0,0,0,0
424,1424,4,97,虎牢关-4,43,1,0,虎牢关 一统中原第4关,1,667185,52424,53024,0,7,"(10090,448,10)(10015,627,31)(10080,538,26)(10080,358,20)(10070,269,31)(10120,448,20)(10090,627,15)(10070,538,26)(10090,358,10)(10015,269,31)(10080,448,20)(10080,627,31)(10070,538,26)(10120,358,20)(10090,269,15)(10070,448,20)(10070,627,31)(10120,538,26)(10090,358,10)(10070,358,31)",10,0,0,0,0,0
425,1425,5,97,虎牢关-5,43,1,0,虎牢关 一统中原第4关,1,898729,52425,53025,0,7,"(10130,401,16)(10100,561,14)(10130,481,11)(10090,321,11)(10035,241,11)(10130,401,16)[(5674,485,2),(10100,561,14)][(5664,331,3),(10130,481,49)][(5659,507,1),(10090,321,25)](10035,241,25)(10130,401,49)(10100,561,25)(10130,481,11)(10090,321,11)(10035,241,14)(10130,401,16)(10100,561,14)(10130,481,11)(10090,321,11)(10035,321,11)",10,0,0,0,0,0
426,1426,6,98,虎牢关-6,43,2,0,虎牢关 一统中原第4关,1,3004560,52426,53026,0,7,"(10015,506,10)(10015,708,20)(10015,607,25)(10140,405,8)(10070,304,20)(10025,506,10)(10025,708,20)(10045,607,13)(10015,405,15)(10015,304,20)(10015,506,10)(10140,708,10)(10070,607,25)(10025,405,15)(10025,304,46)(10045,506,23)(10015,708,46)(10015,607,46)(10140,405,18)(10070,405,36)",10,0,0,0,0,0
427,1427,7,98,虎牢关-7,43,1,0,虎牢关 一统中原第4关,1,961695,52427,53027,0,7,"(10150,430,9)(10150,602,14)(10045,516,6)(10120,344,23)(10070,258,23)(10045,430,9)(10100,602,14)(10150,516,26)(10150,344,26)(10045,258,26)(10120,430,52)(10070,602,52)(10045,516,6)(10100,344,12)(10150,258,14)(10150,430,9)(10045,602,14)(10120,516,12)(10070,344,23)(10045,344,12)",10,0,0,0,0,0
428,1428,8,98,虎牢关-8,43,1,0,虎牢关 一统中原第4关,1,370782,52428,53028,0,7,"(10090,414,21)[(5676,501,3),(10130,580,43)][(5688,546,2),(10080,497,43)][(5695,319,5),(10140,331,21)](10035,248,10)(10080,414,14)(10090,580,10)(10090,497,12)(10130,331,19)(10080,248,14)(10140,414,10)(10035,580,12)(10080,497,19)(10090,331,7)(10090,248,10)(10130,414,24)(10080,580,19)(10140,497,7)(10035,331,10)(10080,331,24)",10,0,0,0,0,0
429,1429,9,98,虎牢关-9,43,2,0,虎牢关 一统中原第4关,1,508005,52429,53029,0,7,"(10150,572,25)(10045,801,25)(10045,686,25)(10025,458,49)(10025,343,22)(10090,572,8)(10150,801,11)(10080,686,27)(10150,458,11)(10045,343,8)(10045,572,11)(10025,801,27)(10025,686,22)(10090,458,8)(10150,343,11)(10080,572,27)(10045,801,11)(10025,686,16)(10025,458,22)(10090,458,14)",10,0,0,0,0,0
430,1430,10,98,虎牢关-10,43,3,0,虎牢关 一统中原第4关,1,0,52430,53030,0,7,,10,100,0,0,0,0
431,1431,1,99,洛阳-1,44,1,0,洛阳 一统中原第5关,1,450684,52431,53031,0,8,"(10015,506,44)(10025,708,44)(10045,607,22)(10015,405,44)(10035,304,10)(10015,506,15)(10025,708,20)(10045,607,12)(10015,405,20)(10035,304,7)(10015,506,20)(10025,708,25)(10045,607,10)(10015,405,15)(10035,304,10)(10015,506,25)(10025,708,20)(10045,607,7)(10015,405,20)(10035,405,12)",10,0,0,0,0,0
